CUSTOMERID,FREQUENCY,MONETARY,RECENCYDAYS,AVERAGEORDERVALUE
15402,2,626.77,148,313.39
17656,5,1674.69,73,334.94
12607,1,1579.51,60,1579.51
16347,2,887.65,11,443.83
14502,11,2470.67,19,224.61
17521,3,723.21,29,241.07
17595,2,388.79,12,194.4
16790,6,1545.62,3,257.6
15156,3,961.49,1,320.5
16387,1,94.36,322,94.36
16457,1,208.36,218,208.36
14463,3,529.62,98,176.54
16647,2,214.06,169,107.03
17040,1,449.73,137,449.73
14232,5,2048.07,42,409.61
13242,3,270.4,112,90.13
16550,5,2298.97,108,459.79
17433,1,303.16,88,303.16
13430,2,679.45,18,339.73
15312,4,924.85,75,231.21
12925,2,694.05,4,347.03
13405,3,572.45,74,190.82
13023,2,689.9,64,344.95
16363,1,109.36,53,109.36
13236,2,744.85,24,372.43
17432,2,365.76,18,182.88
15434,5,1041.48,8,208.3
16385,3,555.89,60,185.3
17062,4,538.37,313,134.59
17293,9,1875.11,8,208.35
16899,6,1281.56,7,213.59
17722,4,2424.04,96,606.01
16321,5,373.65,72,74.73
13301,4,618.09,103,154.52
14075,3,942.26,4,314.09
13508,1,110.97,243,110.97
12982,1,390.54,242,390.54
14005,5,2874.72,9,574.94
14745,5,1220.26,112,244.05
13936,1,376.58,179,376.58
15438,1,156.58,131,156.58
12461,2,826.88,94,413.44
13228,1,358,81,358
12604,2,254.18,79,127.09
12612,1,704.04,74,704.04
16688,4,1260.86,1,315.22
14218,1,169.48,42,169.48
14052,1,225.36,19,225.36
16789,1,80.8,8,80.8
15070,1,106.2,372,106.2
17999,2,382.06,37,191.03
12929,1,117.85,311,117.85
16913,1,113.44,290,113.44
14155,1,118.75,266,118.75
13515,4,891.12,72,222.78
14148,1,157.2,233,157.2
12888,2,354.12,214,177.06
14501,2,251.21,183,125.61
13338,1,487.02,157,487.02
14212,1,1070.48,89,1070.48
15330,2,714.96,32,357.48
18123,2,589.44,24,294.72
16869,4,825.42,22,206.36
13385,1,534.57,329,534.57
17859,1,148.21,304,148.21
12945,1,462.95,288,462.95
12817,1,166.04,281,166.04
13959,3,598.2,79,199.4
15624,4,588.13,116,147.03
17980,3,811.45,165,270.48
15440,3,383.68,54,127.89
13240,4,663.65,96,165.91
12995,1,211.32,85,211.32
13562,3,1799.33,81,599.78
14147,2,483.4,78,241.7
18101,2,223.65,11,111.83
15689,2,254.1,119,127.05
14672,2,765.55,234,382.78
16757,1,106.83,318,106.83
14438,1,131.9,306,131.9
13931,2,1237.53,95,618.77
14840,1,62.85,267,62.85
14890,1,125.65,253,125.65
16823,1,358.38,227,358.38
13243,1,600.07,203,600.07
16113,1,161.38,183,161.38
13109,2,786.54,59,393.27
15704,4,2293.62,140,573.41
16305,1,361.22,138,361.22
16369,3,1553.66,18,517.89
16354,2,395.8,63,197.9
14585,1,157.05,50,157.05
12430,1,256.4,43,256.4
17761,1,712.78,32,712.78
17555,2,483.26,19,241.63
12504,2,482.05,18,241.03
15464,1,1048.85,338,1048.85
16850,1,332.41,333,332.41
12924,4,933.7,88,233.43
16610,1,75.66,219,75.66
16614,1,506.19,182,506.19
18036,3,405.62,32,135.21
12930,2,415.8,78,207.9
15763,2,1086.92,31,543.46
17513,1,513.2,72,513.2
13546,3,626.99,12,209
14974,1,114.39,37,114.39
15238,3,1071.99,29,357.33
17379,1,404.66,11,404.66
14616,3,406.08,242,135.36
17456,1,249.86,365,249.86
17255,2,298.41,40,149.21
16006,1,101.4,211,101.4
17556,1,157.9,205,157.9
17256,2,240,107,120
16236,1,432.2,78,432.2
17506,1,302.2,75,302.2
14624,2,225.85,57,112.93
12895,2,372.8,42,186.4
15557,1,473.65,28,473.65
18184,1,49.8,15,49.8
12514,1,1017.68,267,1017.68
17105,2,665.78,159,332.89
15154,1,296.42,75,296.42
13366,1,56.16,50,56.16
18240,1,422.58,46,422.58
13673,2,396.92,18,198.46
15133,3,982.42,127,327.47
12506,1,73.5,232,73.5
17004,2,1412.94,46,706.47
15930,1,426.63,67,426.63
12638,1,671.69,33,671.69
15435,1,149.29,22,149.29
13153,1,486.22,5,486.22
13740,1,350.75,240,350.75
12897,2,216.5,204,108.25
15806,3,784.58,46,261.53
12756,1,112.08,86,112.08
13483,1,140.34,65,140.34
15193,1,499.32,60,499.32
16830,1,325.91,38,325.91
18174,1,104,7,104
17672,2,3178.17,50,1589.09
16909,1,379.14,72,379.14
12893,1,188.14,30,188.14
14853,2,475.8,24,237.9
15783,1,246.3,10,246.3
17881,1,133.35,304,133.35
18189,2,1090.24,77,545.12
16022,1,628.28,260,628.28
16063,1,335.32,260,335.32
15342,1,406.09,129,406.09
14566,1,1432,110,1432
15318,1,312.62,3,312.62
12427,3,825.8,21,275.27
17324,4,990.23,17,247.56
13777,33,25977.16,0,787.19
12971,86,11189.91,3,130.12
15555,16,4805.17,12,300.32
16553,12,5719.82,163,476.65
16570,10,3738.4,15,373.84
14044,4,652.82,26,163.21
16126,4,6287.77,29,1571.94
13509,7,979.72,8,139.96
17576,19,3622.68,8,190.67
16013,47,37130.6,3,790.01
17102,1,25.5,261,25.5
14828,3,2139.76,196,713.25
13883,5,2674.48,10,534.9
18094,7,3017.3,81,431.04
17548,1,103.3,233,103.3
14800,12,4339.74,47,361.65
15092,2,457.81,215,228.91
15797,4,2207.4,113,551.85
17243,26,8676.85,1,333.73
13632,5,2121.27,24,424.25
12955,11,4757.16,1,432.47
14178,7,1620.93,8,231.56
15152,13,4745.69,9,365.05
12633,4,2163.98,58,541
14495,2,123.8,50,61.9
16525,26,13027.45,2,501.06
13799,2,688.86,116,344.43
14712,3,917.07,29,305.69
16107,7,3204.16,17,457.74
17386,6,2686.42,7,447.74
14096,17,65164.79,4,3833.22
14156,55,117379.63,9,2134.18
13991,6,855.97,12,142.66
16684,28,66653.56,4,2380.48
16401,12,4098.32,1,341.53
14710,4,606.13,14,151.53
17109,6,885.04,29,147.51
15005,28,6316.57,15,225.59
14902,1,332.66,25,332.66
16341,4,1971.87,24,492.97
13171,3,468.41,21,156.14
14554,4,2381.04,10,595.26
14703,1,318.17,14,318.17
14865,2,52.2,7,26.1
14723,6,1158.3,10,193.05
16919,11,2596.45,156,236.04
14577,4,859.71,12,214.93
14755,11,5010.28,9,455.48
15753,1,79.2,304,79.2
17282,3,1703.41,130,567.8
16738,1,3.75,297,3.75
17139,12,10668.47,15,889.04
17542,1,170.75,269,170.75
16253,2,3683.86,66,1841.93
14419,6,1058.06,10,176.34
12490,10,5417.93,5,541.79
17888,8,726.05,21,90.76
15379,7,3703.29,169,529.04
17204,4,1564.56,175,391.14
14506,5,2012.17,17,402.43
15033,10,2586.67,4,258.67
16616,2,500.42,15,250.21
13198,6,3401.24,10,566.87
14493,5,2383.24,7,476.65
12600,10,2599.04,28,259.9
12830,6,6814.64,37,1135.77
17092,4,1777.78,50,444.45
18093,4,2106.52,93,526.63
12641,1,185.9,115,185.9
12352,8,2506.04,36,313.26
16515,5,1627.13,52,325.43
14629,2,959.01,4,479.51
13993,9,3466.36,42,385.15
18135,5,681.91,29,136.38
15722,5,2222.56,35,444.51
14963,5,1487.8,9,297.56
16942,9,1920.59,12,213.4
12572,2,1020.42,8,510.21
18219,10,2069.77,2,206.98
14913,4,1227.43,35,306.86
12377,2,1628.12,315,814.06
14970,4,1592.06,68,398.02
14481,2,636.51,164,318.26
15708,7,3364.24,40,480.61
12937,4,1504.27,15,376.07
15854,12,2974.65,4,247.89
14536,1,171.8,259,171.8
15436,3,1122.53,12,374.18
16681,6,1770.34,72,295.06
14997,3,546.2,46,182.07
12626,9,6620.48,23,735.61
12619,9,3641.24,16,404.58
17693,1,200.47,137,200.47
18248,2,804.02,122,402.01
16083,2,1317.62,100,658.81
16400,1,303.93,94,303.93
18222,1,443,92,443
12412,3,1226.88,74,408.96
13514,1,152.2,73,152.2
13806,1,256.38,63,256.38
14447,5,1163.23,18,232.65
12970,4,452.24,7,113.06
16725,7,781.02,302,111.57
17218,10,1960.72,4,196.07
17525,1,422.7,359,422.7
14215,6,1789.72,11,298.29
16531,7,1244.59,22,177.8
17526,4,1195.9,4,298.98
16728,4,1054.67,46,263.67
15038,6,705.49,58,117.58
14700,3,2235.3,32,745.1
16654,4,601.27,141,150.32
13485,1,454.24,233,454.24
17974,3,740.79,24,246.93
17470,5,1125.07,44,225.01
12353,1,89,204,89
16520,3,1046.57,186,348.86
14958,3,499.68,147,166.56
15829,2,636.14,99,318.07
14523,1,241.09,108,241.09
16929,7,1295.39,3,185.06
13801,1,324.8,66,324.8
13422,1,2626.3,64,2626.3
12370,4,3545.69,51,886.42
12552,2,437.82,38,218.91
14382,1,626.07,26,626.07
13950,4,745.06,11,186.27
16549,10,4154.64,10,415.46
14023,2,584.07,7,292.04
17668,2,347.75,1,173.88
14730,8,2005.06,1,250.63
15939,15,6115.01,89,407.67
14744,7,1099.98,16,157.14
15019,1,266,266,266
16232,4,990.88,43,247.72
17702,4,1824.37,30,456.09
14810,11,2087.88,40,189.81
12732,1,236.26,179,236.26
15700,2,696.68,172,348.34
13667,1,305.02,149,305.02
12724,4,1031.41,5,257.85
13867,3,1015.29,31,338.43
14121,4,2780.15,3,695.04
17836,1,110.21,47,110.21
14216,4,1839.3,3,459.83
15289,3,939.78,29,313.26
15679,4,781.28,24,195.32
16343,2,370.48,16,185.24
17618,3,971.58,5,323.86
13955,2,322.96,154,161.48
13712,1,228.84,246,228.84
15665,2,2242.01,168,1121.01
16682,5,1028,4,205.6
17579,3,448.9,4,149.63
14737,3,1164.55,3,388.18
14004,7,4582.64,43,654.66
14013,3,473.02,110,157.67
14660,2,285.74,86,142.87
15050,3,1782.09,25,594.03
17703,3,798.74,35,266.25
15692,1,191.04,28,191.04
17461,3,757.46,22,252.49
12465,2,742.19,17,371.1
16597,1,90.04,4,90.04
14608,4,1785.15,4,446.29
16727,1,272.82,364,272.82
15834,4,2233.75,70,558.44
12355,1,459.4,214,459.4
14421,2,813.11,57,406.56
14855,2,645.65,119,322.83
13140,3,423.72,108,141.24
14436,1,89.06,98,89.06
13539,3,631.34,85,210.45
14894,1,655.75,85,655.75
14775,3,1011.9,58,337.3
15844,1,130.74,46,130.74
14664,2,637.89,19,318.95
16557,2,281.85,24,140.93
14093,1,442.85,12,442.85
16048,2,256.44,373,128.22
12616,2,713.3,95,356.65
16509,1,363.7,296,363.7
16573,2,663.61,84,331.81
13973,1,264.7,287,264.7
14507,6,1383.18,23,230.53
16586,1,463.95,248,463.95
15668,1,76.32,217,76.32
14552,1,165.07,151,165.07
16054,1,783.9,145,783.9
15623,1,301.03,141,301.03
12593,3,418.1,108,139.37
12968,1,135.95,112,135.95
17146,3,749.78,105,249.93
15958,1,104.35,74,104.35
13521,3,1093.65,1,364.55
16569,1,124.2,3,124.2
15032,3,4959.1,256,1653.03
14041,1,141.41,266,141.41
16756,1,239.4,214,239.4
17284,6,1652.58,60,275.43
12922,1,405.38,161,405.38
17781,2,188.02,159,94.01
15639,1,425.32,134,425.32
13893,1,821.1,297,821.1
15832,1,836.79,254,836.79
14957,1,58.49,253,58.49
13611,3,1171.8,89,390.6
12824,1,397.12,59,397.12
15388,1,140.54,270,140.54
18009,1,257.34,235,257.34
16116,1,612.78,211,612.78
13466,1,307.9,184,307.9
16551,3,922.12,95,307.37
17309,1,82.75,95,82.75
13927,1,348.99,74,348.99
16591,1,213.5,68,213.5
17684,1,239.41,43,239.41
14789,1,197.64,28,197.64
16510,1,248.1,372,248.1
14437,1,63,365,63
12350,1,334.4,310,334.4
15119,1,266.4,245,266.4
16281,1,2062.06,72,2062.06
16052,1,362.06,54,362.06
17566,2,901.21,8,450.61
15670,1,173.05,296,173.05
13476,2,1238.47,178,619.24
17298,2,498.42,101,249.21
16272,1,411.7,116,411.7
16366,1,327.3,18,327.3
15444,2,1418.26,9,709.13
12547,2,207.8,197,103.9
16162,1,37.4,252,37.4
16227,1,314.22,225,314.22
14689,1,112.8,208,112.8
14406,1,156.75,119,156.75
13210,1,353.48,93,353.48
15766,1,315.06,64,315.06
15729,1,85,212,85
16450,1,311.92,149,311.92
15360,1,427.93,39,427.93
15423,1,43.5,38,43.5
14725,1,718.08,24,718.08
14954,1,336.17,12,336.17
17942,1,77.5,7,77.5
17223,2,426.79,310,213.4
15135,1,139.05,239,139.05
15314,1,327.97,199,327.97
16516,1,101.7,30,101.7
13017,1,204,7,204
16065,1,372.09,365,372.09
12957,8,4017.54,9,502.19
14527,55,8508.82,2,154.71
16110,3,1337.48,45,445.83
17517,1,153.94,308,153.94
12842,2,1118.99,70,559.5
13113,24,12245.96,0,510.25
15311,91,60767.9,0,667.78
16726,5,1382.02,26,276.4
13725,8,1980.56,49,247.57
12428,9,7956.46,25,884.05
16746,18,6697.66,4,372.09
13662,3,897.76,85,299.25
18109,26,8052.97,1,309.73
17774,4,1225.41,96,306.35
16643,1,487.51,245,487.51
13962,2,169.55,21,84.78
15465,18,7354.62,19,408.59
14709,13,4921.04,15,378.54
14132,11,3586.03,2,326
14584,4,1042.26,169,260.57
17961,39,1296.44,21,33.24
17416,7,6893.42,29,984.77
16841,6,1869.82,36,311.64
17422,6,1979.37,16,329.9
17696,8,2285.71,38,285.71
15358,22,8347.2,4,379.42
13379,3,572.56,26,190.85
14315,6,2481.13,44,413.52
14076,1,122.47,129,122.47
14844,4,3189.81,63,797.45
18075,10,2611.75,23,261.18
17402,13,2633.85,4,202.6
16717,6,3858.38,23,643.06
15527,8,2429.78,18,303.72
12909,5,2178.67,39,435.73
16464,3,1314.68,19,438.23
17475,1,194.37,79,194.37
16268,2,667.65,71,333.83
14422,6,4263.64,0,710.61
12731,12,18895.91,23,1574.66
16293,10,2248.99,21,224.9
12820,4,942.34,3,235.59
15990,2,792.11,44,396.06
14487,6,1196.33,26,199.39
14882,2,589.7,26,294.85
15493,5,2001.8,32,400.36
15737,8,1205.12,14,150.64
13985,15,7060.13,4,470.68
13117,8,984.91,21,123.11
14251,5,2879.7,1,575.94
13418,18,6127.43,11,340.41
17188,7,2474.23,11,353.46
18210,6,2621.38,1,436.9
14062,12,10464.85,9,872.07
17964,2,471.7,31,235.85
16059,6,1459.86,65,243.31
14565,4,3099.12,95,774.78
16638,10,1680.72,22,168.07
15052,1,215.78,319,215.78
16714,3,1161.53,218,387.18
15228,4,3386.71,66,846.68
14016,4,4341.21,161,1085.3
16383,2,668.36,74,334.18
16036,2,758.92,87,379.46
17946,2,149.58,233,74.79
16010,3,407.5,245,135.83
17337,4,2027.87,151,506.97
14626,4,2791.27,23,697.82
17277,2,1065.35,227,532.68
17049,9,5659.98,2,628.89
18160,2,638.06,57,319.03
14829,4,697.55,29,174.39
15889,2,446.87,156,223.44
15530,4,1502.35,21,375.59
13184,10,1701.29,14,170.13
13384,7,4151.93,30,593.13
16928,17,2847.6,80,167.51
14290,5,2314.65,11,462.93
17611,15,3984.22,7,265.61
18171,5,1231.31,58,246.26
16940,3,3049.88,52,1016.63
15288,5,2306.52,43,461.3
16478,3,331,25,110.33
15850,2,238.85,19,119.43
12723,5,725.07,3,145.01
16244,2,1522.75,211,761.38
16365,9,1540.42,17,171.16
15167,1,163,320,163
12559,2,561.71,310,280.86
13141,5,2388.75,84,477.75
13161,1,112.75,313,112.75
14636,2,609.85,36,304.93
13837,2,271.24,211,135.62
13168,4,1319.19,36,329.8
16356,3,211.77,197,70.59
15643,3,664,191,221.33
15491,6,3100.09,95,516.68
13971,8,2758.26,18,344.78
13849,2,1537.95,51,768.98
16003,5,2735.37,29,547.07
12648,1,318.05,154,318.05
12981,2,372.22,29,186.11
14741,6,1400.34,11,233.39
13320,4,1548.7,78,387.18
13808,5,1747.66,5,349.53
17466,2,763.28,10,381.64
13988,6,4147.96,19,691.33
18277,1,110.38,58,110.38
12940,2,913.54,54,456.77
16438,5,798.35,5,159.67
12472,7,6572.11,32,938.87
15269,1,408.8,23,408.8
17144,2,984.57,1,492.29
13600,1,219.52,312,219.52
15719,13,5045.61,32,388.12
13590,6,1981.92,11,330.32
16306,6,632.27,213,105.38
15121,2,457.72,50,228.86
12866,1,559.12,283,559.12
12834,1,312.38,282,312.38
17491,10,3558.87,1,355.89
12868,6,1607.06,185,267.84
16955,4,518.67,184,129.67
15007,1,156.91,159,156.91
16174,3,1009.55,126,336.52
15565,2,173.16,50,86.58
18161,5,1618.69,15,323.74
14761,2,255.9,58,127.95
15066,1,893.59,53,893.59
13978,2,196.79,14,98.4
13928,4,464.57,10,116.14
14661,1,107.95,26,107.95
13403,1,75,17,75
15414,3,774.9,9,258.3
13497,2,348.05,282,174.03
17950,3,482.2,72,160.73
15587,4,913.68,50,228.42
16473,3,316.11,164,105.37
16748,5,1515.9,17,303.18
13706,1,330.79,302,330.79
14210,6,1905.84,105,317.64
16444,4,654.67,46,163.67
13512,1,251.21,260,251.21
13863,1,305.78,247,305.78
15646,3,447.64,157,149.21
14972,1,114.77,128,114.77
17122,1,138.32,119,138.32
12512,2,138.03,66,69.02
18287,3,1837.28,42,612.43
18181,1,382.8,24,382.8
15368,1,446.94,21,446.94
12658,1,686.05,18,686.05
14550,2,765.62,10,382.81
16122,4,684.42,73,171.11
12673,2,610.52,5,305.26
15831,3,801.76,58,267.25
14770,2,876.42,232,438.21
13703,1,99.5,318,99.5
13802,3,4599.42,138,1533.14
14477,4,1309.6,19,327.4
13811,3,814.5,183,271.5
12714,5,4708.86,9,941.77
17191,7,2095.13,28,299.3
13283,2,93.66,59,46.83
12814,1,125.92,101,125.92
13431,2,1269.1,67,634.55
17190,2,444.74,58,222.37
13467,2,1083.71,10,541.86
17155,2,251.7,17,125.85
17727,1,1060.25,15,1060.25
12484,6,4541.72,32,756.95
17890,2,602.09,322,301.05
14439,1,2661.24,319,2661.24
13262,1,200.29,263,200.29
15123,2,2199.31,7,1099.66
16875,5,2095.53,67,419.11
15568,3,758.29,2,252.76
15028,4,627.13,8,156.78
13502,3,292,16,97.33
17128,1,157.09,334,157.09
17431,1,403.3,313,403.3
17394,1,203.87,219,203.87
16008,3,478.78,23,159.59
14816,1,271.85,197,271.85
15265,2,1506.12,151,753.06
12917,1,594,128,594
14314,1,120,106,120
14360,4,2128.23,31,532.06
18164,1,399.65,37,399.65
16337,1,151.05,36,151.05
16855,2,328.4,23,164.2
17619,1,218.52,312,218.52
12582,2,511.36,238,255.68
15319,1,204.5,283,204.5
13900,3,740.95,183,246.98
17388,4,1259.56,77,314.89
17676,6,1387.68,4,231.28
14863,1,266.76,29,266.76
16988,1,126.12,5,126.12
17914,1,336.43,3,336.43
13328,1,1308.48,316,1308.48
13299,1,142.5,268,142.5
12878,2,854.99,236,427.5
12564,1,456.9,261,456.9
13803,1,277.07,255,277.07
13561,1,141.86,215,141.86
13211,3,1197.42,10,399.14
14544,2,2024.45,24,1012.23
14375,1,257.68,185,257.68
15192,3,1044.32,119,348.11
14440,5,2357.68,8,471.54
18033,1,97.97,65,97.97
13322,1,199.48,17,199.48
17936,1,389.84,5,389.84
16634,2,217.9,222,108.95
13856,3,388.5,168,129.5
12379,2,852.24,81,426.12
15675,3,323.69,81,107.9
13348,1,233.76,64,233.76
14098,1,147.35,36,147.35
18138,1,152.65,295,152.65
12475,1,723.38,53,723.38
15740,1,154.88,49,154.88
17344,1,160.57,46,160.57
13185,1,71.4,267,71.4
14090,1,76.32,324,76.32
13819,3,1140.35,301,380.12
14393,1,67.95,218,67.95
17584,2,1242.3,7,621.15
14301,1,640.14,117,640.14
12772,1,892.47,59,892.47
17878,1,379.45,43,379.45
17383,1,199.29,4,199.29
14022,1,440,225,440
13763,1,1714.96,63,1714.96
16846,1,214.32,50,214.32
18005,2,249.72,3,124.86
13189,2,260.68,18,130.34
15115,1,340.11,18,340.11
15799,3,884.14,75,294.71
16659,1,39.12,189,39.12
14143,1,115.8,133,115.8
15263,1,156.51,106,156.51
15300,1,496.44,64,496.44
12740,1,427.6,63,427.6
14967,1,463.8,49,463.8
15471,1,469.48,2,469.48
13487,3,575.4,57,191.8
14229,3,1547.2,51,515.73
12557,5,11990.96,16,2398.19
14667,25,9241.2,10,369.65
12747,11,4196.01,2,381.46
13871,13,6403.25,22,492.56
14897,4,1366.38,7,341.6
12365,2,641.38,291,320.69
16422,51,34684.4,17,680.09
13533,3,270.79,182,90.26
14099,11,3104.17,16,282.2
16333,22,26626.8,7,1210.31
13700,10,2265.12,26,226.51
15039,47,19914.44,9,423.71
14154,2,1345.62,239,672.81
14242,2,280.55,234,140.28
13376,3,1019.76,99,339.92
15381,2,596.85,213,298.43
13232,7,1357.6,12,193.94
16690,2,225.58,72,112.79
14223,3,991.13,92,330.38
18142,2,1019.52,157,509.76
16904,16,3754.27,4,234.64
13654,6,2707.33,43,451.22
14397,19,2612.96,2,137.52
12521,1,599.68,142,599.68
17625,4,2047,18,511.75
15374,1,168,128,168
12708,10,2712.91,29,271.29
13748,5,948.25,95,189.65
17370,4,446.18,72,111.55
15443,7,3236.91,1,462.42
17509,8,6115.14,57,764.39
13983,12,2603.43,29,216.95
14180,25,4748.52,10,189.94
14089,1,161,56,161
14698,5,1250.76,1,250.15
12522,2,192.72,39,96.36
15159,30,18641.01,1,621.37
17111,1,248.61,47,248.61
15320,1,267.13,44,267.13
14716,2,329.68,43,164.84
17372,8,1342.68,40,167.84
14868,8,2953.59,3,369.2
16779,22,10629.72,2,483.17
14309,9,2352.53,8,261.39
15900,1,351.11,23,351.11
15563,4,1400.44,22,350.11
18110,1,236.3,19,236.3
14359,3,912.18,19,304.06
17468,2,137,10,68.5
15654,2,922.53,9,461.27
14262,8,2618.23,8,327.28
13507,4,2479.16,3,619.79
17211,8,2317.22,26,289.65
17085,5,1566.65,123,313.33
17230,8,3638.41,264,454.8
16500,6,400.86,4,66.81
15382,6,5955.71,14,992.62
16571,3,1421.69,26,473.9
15918,2,334.23,190,167.12
12949,8,4167.22,30,520.9
15917,1,123.1,247,123.1
14903,5,2810.63,21,562.13
14905,2,616.15,157,308.08
15581,13,3679.97,120,283.07
13711,2,252.06,218,126.03
14625,2,899.63,196,449.82
14500,3,356.85,88,118.95
13131,3,1073.3,23,357.77
14818,3,657.8,73,219.27
17567,8,4331.48,7,541.44
17997,8,1970.67,74,246.33
16536,1,548.97,110,548.97
17612,6,2048.45,53,341.41
17405,3,1031.41,1,343.8
17552,4,930.41,60,232.6
15315,2,570.5,64,285.25
17086,6,2050.08,7,341.68
13717,6,1445.01,32,240.84
14015,1,917.34,52,917.34
15610,1,112.46,51,112.46
14139,1,415.82,46,415.82
14690,2,371.7,44,185.85
15707,4,945.58,35,236.4
16018,2,408.9,39,204.45
16053,2,1511.95,32,755.98
16892,5,525.54,1,105.11
16711,5,1651.03,3,330.21
17797,3,780.43,22,260.14
12928,5,2062.7,35,412.54
15279,1,290.51,354,290.51
13319,26,10845.55,5,417.14
17095,3,1324.16,22,441.39
12707,1,603.42,291,603.42
14267,3,1516.24,162,505.41
13781,1,127.84,250,127.84
16394,5,1555.34,56,311.07
14619,1,394.44,245,394.44
13570,1,239.49,243,239.49
14231,3,925.71,183,308.57
14273,4,559.97,51,139.99
17361,3,488.2,49,162.73
17969,2,228.2,166,114.1
12424,2,1760.96,162,880.48
15895,1,179.17,149,179.17
17519,6,1844.02,17,307.34
16429,1,284.55,106,284.55
17593,5,3927.34,3,785.47
14508,2,276.42,22,138.21
13155,4,971.76,33,242.94
16910,8,1510.06,4,188.76
15511,5,909.23,11,181.85
15380,5,1690.26,8,338.05
16742,1,464.9,46,464.9
17414,2,778,43,389
18270,2,283.15,38,141.58
13755,9,2161.35,3,240.15
13066,2,470.8,24,235.4
13565,2,240.22,19,120.11
15060,4,303.09,8,75.77
15002,4,1641.76,115,410.44
14320,2,477.79,206,238.9
14662,4,771.17,28,192.79
16143,6,2424.94,3,404.16
13593,5,2037.08,108,407.42
17979,4,757.71,35,189.43
15018,3,496.21,38,165.4
17783,2,283.47,72,141.74
15212,1,101.8,241,101.8
14711,11,2868.8,10,260.8
13952,2,3251.07,217,1625.54
14573,9,1653.42,179,183.71
13082,9,3613.63,126,401.51
18167,3,1384.86,23,461.62
15199,4,1268.7,59,317.18
13940,4,839.14,17,209.79
12492,2,263.21,63,131.61
17101,4,1621.73,10,405.43
15680,3,1333.68,9,444.56
16386,2,317.2,28,158.6
17041,3,1081.57,26,360.52
13525,2,628.78,14,314.39
16561,2,511.12,5,255.56
12346,1,77183.6,325,77183.6
17908,1,243.28,373,243.28
17228,8,1906.09,15,238.26
17621,3,1379.9,21,459.97
15024,10,1661.33,9,166.13
15835,4,954.09,44,238.52
12701,2,797.71,79,398.86
18260,6,2643.2,172,440.53
16149,2,280.52,4,140.26
15247,1,356,122,356
16131,6,3506.54,51,584.42
12576,5,1315.83,35,263.17
15504,1,52.83,81,52.83
17633,4,1324.84,31,331.21
17317,3,2600.34,46,866.78
16528,1,244.41,3,244.41
15796,8,2711.56,1,338.95
13455,2,1058.34,24,529.17
17827,5,1995.46,5,399.09
15950,4,1765.51,31,441.38
17075,4,834.12,17,208.53
15087,1,306.94,281,306.94
18246,2,596.1,23,298.05
13805,2,924.6,52,462.3
16669,3,1374.87,23,458.29
15327,1,208.75,52,208.75
13860,5,1245.9,1,249.18
12491,1,460.4,38,460.4
17233,1,190.88,35,190.88
13938,1,71.66,35,71.66
13823,2,957.66,18,478.83
13332,1,350.9,14,350.9
15239,2,780.59,10,390.3
16593,3,330.03,50,110.01
16897,2,289.78,299,144.89
17630,2,503.6,169,251.8
13745,1,300.04,162,300.04
16808,2,288.42,99,144.21
14756,1,738.96,15,738.96
15540,1,213.3,11,213.3
15823,1,15,372,15
17744,6,2322.4,3,387.07
12857,2,1106.4,210,553.2
16182,4,6617.65,72,1654.41
13339,1,860.12,200,860.12
14029,2,467.66,63,233.83
16488,3,498.8,33,166.27
13411,1,213.55,107,213.55
13886,1,243.56,71,243.56
17947,1,176.68,37,176.68
17623,1,527.05,32,527.05
13557,2,584.06,28,292.03
15512,2,121,155,60.5
13221,2,847.41,240,423.71
14655,4,1932.23,8,483.06
16055,1,134.8,220,134.8
17391,2,508.8,163,254.4
14272,2,437.96,73,218.98
13061,1,248.61,72,248.61
13635,1,1071.03,67,1071.03
15730,3,1120.88,65,373.63
15677,1,657.23,49,657.23
16863,2,502.8,31,251.4
17197,1,1013.01,29,1013.01
13310,3,1132.03,28,377.34
12650,1,314.44,3,314.44
12838,2,683.13,33,341.57
13708,1,296.88,271,296.88
16619,1,226.21,263,226.21
12818,1,1542.08,261,1542.08
15147,1,623.5,240,623.5
15065,4,3158.13,37,789.53
16117,1,232.21,189,232.21
18265,2,801.51,72,400.76
16829,1,197.22,156,197.22
15348,1,158.04,72,158.04
15088,2,1160.07,21,580.04
14912,2,867.85,16,433.93
16078,1,79.2,283,79.2
13046,2,629.31,30,314.66
18185,1,304.25,249,304.25
16031,2,548.94,92,274.47
17708,2,267.08,187,133.54
18146,2,160.35,140,80.18
13919,2,384.81,59,192.41
14518,1,174.37,64,174.37
16454,2,6.9,44,3.45
17791,1,106.1,29,106.1
12920,1,164.23,17,164.23
14813,2,155.43,369,77.72
14798,3,173.74,52,57.91
13261,2,944.1,268,472.05
12406,2,3415.3,22,1707.65
17846,1,2033.1,85,2033.1
12497,1,1043.1,81,1043.1
13503,1,216.85,71,216.85
14362,1,161.2,22,161.2
18056,1,363.65,288,363.65
17775,1,56.4,254,56.4
16529,1,455.25,190,455.25
13663,1,189.47,179,189.47
16527,1,228.06,81,228.06
16104,1,302.36,61,302.36
12631,1,640.5,57,640.5
14386,1,142.4,296,142.4
15049,1,121.17,273,121.17
17906,1,72.9,247,72.9
14656,2,291.05,169,145.53
12977,1,39.24,156,39.24
13594,1,396.97,52,396.97
16423,1,346.12,24,346.12
13427,3,582.6,19,194.2
12515,1,383.7,353,383.7
13841,1,85,252,85
