CUSTOMERID,RECENCYDAYS,FREQUENCY,MONETARY,R_SCORE,F_SCORE,M_SCORE,RFM_SEGMENT
13814,92,2,1579.12,2,2,3,07_Needs Attention
13815,22,4,4027.36,3,3,4,02_Loyal Customers
13816,23,2,571.67,3,2,2,07_Needs Attention
13817,29,2,382.98,3,2,2,07_Needs Attention
13819,301,3,1140.35,1,3,3,06_At Risk
13821,144,2,385.64,1,3,2,09_Other Segments
13822,5,2,632,4,3,2,03_Promising
13823,18,2,957.66,3,2,3,07_Needs Attention
13824,32,5,1698.94,3,4,4,02_Loyal Customers
13826,176,1,189.5,1,1,1,08_Lost Customers
13827,57,3,412.05,2,3,2,07_Needs Attention
13828,22,1,209.49,3,2,1,09_Other Segments
13831,16,6,2202.99,4,4,4,01_Champions
13832,19,1,52.2,3,1,1,09_Other Segments
13833,159,1,384.8,1,1,2,08_Lost Customers
13835,25,4,834.57,3,3,3,02_Loyal Customers
13837,211,2,271.24,1,2,1,08_Lost Customers
13838,5,4,691.73,4,3,3,02_Loyal Customers
13841,252,1,85,1,1,1,08_Lost Customers
13842,58,9,3385.62,2,4,4,03_Promising
13844,11,1,361.62,4,1,2,09_Other Segments
13845,64,1,312.98,2,1,2,09_Other Segments
13846,24,3,865.06,3,3,3,02_Loyal Customers
13848,92,3,1255,2,3,3,06_At Risk
13849,51,2,1537.95,2,2,3,07_Needs Attention
13850,129,1,1595.48,2,2,3,07_Needs Attention
13851,95,3,2651.46,2,3,4,06_At Risk
13853,57,1,1090.14,2,1,3,09_Other Segments
13854,8,25,8109.52,4,4,4,01_Champions
13856,168,3,388.5,1,3,2,09_Other Segments
13858,57,1,216.17,2,1,1,09_Other Segments
13859,326,1,201.16,1,1,1,08_Lost Customers
13860,1,5,1245.9,4,4,3,02_Loyal Customers
13862,18,8,2209.36,3,4,4,02_Loyal Customers
13863,247,1,305.78,1,1,1,08_Lost Customers
13865,58,4,501.56,2,3,2,07_Needs Attention
13866,74,1,145.67,2,1,1,09_Other Segments
13867,31,3,1015.29,3,3,3,02_Loyal Customers
13868,7,2,3192.54,4,2,4,05_Big Spenders
13869,123,4,3104.95,2,3,4,06_At Risk
13870,2,8,2770.94,4,4,4,01_Champions
13871,22,13,6403.25,3,4,4,02_Loyal Customers
13873,119,3,389.6,2,3,2,07_Needs Attention
13874,358,1,540.45,1,1,2,08_Lost Customers
13875,53,5,1786.79,2,4,4,03_Promising
13876,63,1,122.7,2,1,1,09_Other Segments
13877,86,1,117.24,2,2,1,09_Other Segments
13878,54,1,1281.53,2,1,3,09_Other Segments
13880,21,13,3219.77,3,4,4,02_Loyal Customers
13881,3,20,17159.52,4,4,4,01_Champions
13882,2,5,1191.13,4,4,3,02_Loyal Customers
13883,10,5,2674.48,4,4,4,01_Champions
13884,7,5,787.6,4,4,3,02_Loyal Customers
13885,189,2,506.8,1,2,2,08_Lost Customers
13886,71,1,243.56,2,1,1,09_Other Segments
13887,204,1,349.55,1,2,2,08_Lost Customers
13888,119,2,605.63,2,2,2,07_Needs Attention
13889,92,1,416.9,2,2,2,07_Needs Attention
13890,1,10,1883.81,4,4,4,01_Champions
13892,26,4,632.97,3,3,2,07_Needs Attention
13893,297,1,821.1,1,1,3,09_Other Segments
13894,23,3,564.62,3,3,2,07_Needs Attention
13895,28,4,2593.07,3,3,4,02_Loyal Customers
13897,50,1,311.16,3,1,2,09_Other Segments
13898,325,1,155.93,1,1,1,08_Lost Customers
13899,16,2,388.52,4,2,2,03_Promising
13900,183,3,740.95,1,3,3,06_At Risk
13901,72,5,2867.2,2,4,4,03_Promising
13904,37,2,332.64,3,2,2,07_Needs Attention
13908,79,4,2369.55,2,3,4,06_At Risk
13911,57,9,2580.91,2,4,4,03_Promising
13914,11,2,626.45,4,2,2,03_Promising
13917,49,2,272.04,3,3,1,09_Other Segments
13918,49,2,1212.84,3,2,3,07_Needs Attention
13919,59,2,384.81,2,2,2,07_Needs Attention
13922,351,1,172.25,1,2,1,08_Lost Customers
13923,53,1,351.13,2,1,2,09_Other Segments
13924,1,6,1838.85,4,4,4,01_Champions
13925,92,4,678.25,2,3,3,06_At Risk
13926,23,1,223.85,3,2,1,09_Other Segments
13927,74,1,348.99,2,1,2,09_Other Segments
13928,10,4,464.57,4,3,2,03_Promising
13929,169,2,842.65,1,2,3,09_Other Segments
13930,57,2,337.34,2,2,2,07_Needs Attention
13931,95,2,1237.53,2,2,3,07_Needs Attention
13932,294,1,307.4,1,2,2,08_Lost Customers
13933,109,2,608.79,2,3,2,07_Needs Attention
13934,263,1,922.1,1,1,3,09_Other Segments
13936,179,1,376.58,1,1,2,08_Lost Customers
13937,169,1,158.85,1,1,1,08_Lost Customers
13938,35,1,71.66,3,1,1,09_Other Segments
13939,23,3,568.55,3,3,2,07_Needs Attention
13940,17,4,839.14,4,3,3,02_Loyal Customers
13941,21,5,5112.96,3,4,4,02_Loyal Customers
13946,79,3,561.57,2,3,2,07_Needs Attention
13947,65,1,90.6,2,2,1,09_Other Segments
13948,360,1,102,1,2,1,08_Lost Customers
13949,2,6,2427.32,4,4,4,01_Champions
13950,11,4,745.06,4,3,3,02_Loyal Customers
13951,176,3,674.45,1,3,3,06_At Risk
13952,217,2,3251.07,1,2,4,09_Other Segments
13953,7,7,3515.68,4,4,4,01_Champions
13954,1,2,439.92,4,2,2,03_Promising
13955,154,2,322.96,1,2,2,08_Lost Customers
13956,5,5,1026.42,4,4,3,02_Loyal Customers
13959,79,3,598.2,2,3,2,07_Needs Attention
13960,21,2,230.22,3,2,1,09_Other Segments
13962,21,2,169.55,3,2,1,09_Other Segments
13963,308,4,664.54,1,3,2,09_Other Segments
13967,145,1,80.7,1,2,1,08_Lost Customers
13969,7,18,9053.94,4,4,4,01_Champions
13971,18,8,2758.26,3,4,4,02_Loyal Customers
13972,70,2,190.25,2,2,1,09_Other Segments
13973,287,1,264.7,1,1,1,08_Lost Customers
13974,49,1,413.59,3,2,2,07_Needs Attention
13975,31,6,2526.28,3,4,4,02_Loyal Customers
13976,206,1,357.98,1,1,2,08_Lost Customers
13978,14,2,196.79,4,2,1,09_Other Segments
13979,73,1,869.87,2,1,3,09_Other Segments
13980,60,1,200.14,2,1,1,09_Other Segments
13982,39,4,1871.81,3,3,4,02_Loyal Customers
13983,29,12,2603.43,3,4,4,02_Loyal Customers
13984,26,5,920.51,3,3,3,02_Loyal Customers
13985,4,15,7060.13,4,4,4,01_Champions
13986,17,1,320.46,4,1,2,09_Other Segments
13988,19,6,4147.96,3,4,4,02_Loyal Customers
13989,65,2,1266.08,2,2,3,07_Needs Attention
13990,213,1,311.3,1,1,2,08_Lost Customers
13991,12,6,855.97,4,4,3,02_Loyal Customers
13992,30,1,76.8,3,1,1,09_Other Segments
13993,42,9,3466.36,3,4,4,02_Loyal Customers
13994,3,6,2313.14,4,4,4,01_Champions
13995,15,5,1393.69,4,3,3,02_Loyal Customers
13999,10,12,3901.81,4,4,4,01_Champions
14000,211,1,635.66,1,2,2,08_Lost Customers
14001,45,3,2043.08,3,3,4,02_Loyal Customers
14002,134,2,529.73,2,2,2,07_Needs Attention
14004,43,7,4582.64,3,4,4,02_Loyal Customers
14005,9,5,2874.72,4,4,4,01_Champions
14006,115,3,962.19,2,3,3,06_At Risk
14009,198,2,695.61,1,2,3,09_Other Segments
14012,277,1,328.8,1,1,2,08_Lost Customers
14013,110,3,473.02,2,3,2,07_Needs Attention
14014,77,1,505.18,2,1,2,09_Other Segments
14015,52,1,917.34,2,1,3,09_Other Segments
14016,161,4,4341.21,1,3,4,06_At Risk
14019,46,3,1421.61,3,3,3,02_Loyal Customers
14020,16,2,642.8,4,2,2,03_Promising
14021,155,3,631.9,1,3,2,09_Other Segments
14022,225,1,440,1,1,2,08_Lost Customers
14023,7,2,584.07,4,2,2,03_Promising
14024,121,2,327.7,2,2,2,07_Needs Attention
14027,60,1,104.82,2,1,1,09_Other Segments
14029,63,2,467.66,2,2,2,07_Needs Attention
14030,18,8,2360.09,3,4,4,02_Loyal Customers
14031,7,19,17286.86,4,4,4,01_Champions
14032,2,11,2975.59,4,4,4,01_Champions
14034,22,3,651.82,3,3,2,07_Needs Attention
14035,28,5,1428.02,3,3,3,02_Loyal Customers
14036,284,1,626.65,1,2,2,08_Lost Customers
14037,176,2,147.2,1,2,1,08_Lost Customers
14038,78,3,1560.38,2,3,3,06_At Risk
14039,33,1,152.2,3,2,1,09_Other Segments
14040,40,12,3614.92,3,4,4,02_Loyal Customers
14041,266,1,141.41,1,1,1,08_Lost Customers
14044,26,4,652.82,3,3,2,07_Needs Attention
14045,109,4,1659.75,2,3,3,06_At Risk
14046,284,1,154.99,1,1,1,08_Lost Customers
14047,8,5,1308.61,4,4,3,02_Loyal Customers
14048,305,1,409.93,1,1,2,08_Lost Customers
14049,16,4,5681.72,4,3,4,02_Loyal Customers
14050,31,2,746.36,3,2,3,07_Needs Attention
14051,0,23,15610.39,4,4,4,01_Champions
14052,19,1,225.36,3,1,1,09_Other Segments
14053,124,2,260.25,2,2,1,09_Other Segments
14054,65,1,92.46,2,2,1,09_Other Segments
14055,106,1,725.64,2,1,3,09_Other Segments
14056,1,23,8214.65,4,4,4,01_Champions
14057,23,17,6217.96,3,4,4,02_Loyal Customers
14059,266,1,183.6,1,1,1,08_Lost Customers
14060,4,19,6140.42,4,4,4,01_Champions
14062,9,12,10464.85,4,4,4,01_Champions
14064,29,5,1353.74,3,4,3,02_Loyal Customers
14066,266,1,152.55,1,2,1,08_Lost Customers
14067,63,2,374.7,2,2,2,07_Needs Attention
14068,320,1,265.85,1,1,1,08_Lost Customers
14071,3,8,1438.82,4,4,3,02_Loyal Customers
14073,32,1,151.04,3,1,1,09_Other Segments
14075,4,3,942.26,4,3,3,02_Loyal Customers
14076,129,1,122.47,2,1,1,09_Other Segments
14077,40,5,499.42,3,4,2,09_Other Segments
14078,101,6,1049.37,2,4,3,06_At Risk
14079,124,1,375.1,2,1,2,09_Other Segments
14080,32,1,45.6,3,1,1,09_Other Segments
14081,302,2,934.52,1,3,3,06_At Risk
14082,364,1,182.25,1,1,1,08_Lost Customers
14083,4,9,1018.43,4,4,3,02_Loyal Customers
14085,2,18,4448.54,4,4,4,01_Champions
14087,2,1,194.42,4,1,1,04_New Customers
14088,10,13,50491.81,4,4,4,01_Champions
14089,56,1,161,2,1,1,09_Other Segments
14090,324,1,76.32,1,1,1,08_Lost Customers
14092,7,14,4076.91,4,4,4,01_Champions
14093,12,1,442.85,4,1,2,09_Other Segments
14096,4,17,65164.79,4,4,4,01_Champions
14098,36,1,147.35,3,1,1,09_Other Segments
14099,16,11,3104.17,4,4,4,01_Champions
14100,137,1,194.9,2,2,1,09_Other Segments
14101,73,6,5976.79,2,4,4,03_Promising
14102,5,5,1360.28,4,3,3,02_Loyal Customers
14104,154,2,216.21,1,2,1,08_Lost Customers
14105,239,1,1266.23,1,2,3,09_Other Segments
14107,51,7,2703.23,2,4,4,03_Promising
14108,30,2,597.91,3,2,2,07_Needs Attention
14109,72,1,144.2,2,2,1,09_Other Segments
14110,3,12,5683.15,4,4,4,01_Champions
14111,14,4,692.85,4,3,3,02_Loyal Customers
14112,22,7,2915.15,3,4,4,02_Loyal Customers
14113,3,4,1840.42,4,3,4,02_Loyal Customers
14114,273,2,386.53,1,2,2,08_Lost Customers
14116,19,5,1382.74,3,4,3,02_Loyal Customers
14117,143,1,90,1,1,1,08_Lost Customers
14121,3,4,2780.15,4,3,4,02_Loyal Customers
14124,84,1,419.58,2,1,2,09_Other Segments
14125,10,3,2740.43,4,3,4,02_Loyal Customers
14126,7,3,706.13,4,3,3,02_Loyal Customers
14127,122,3,709.71,2,3,3,06_At Risk
14128,60,2,637.5,2,2,2,07_Needs Attention
14129,1,5,1123.86,4,4,3,02_Loyal Customers
14130,319,1,483.86,1,1,2,08_Lost Customers
14132,2,11,3586.03,4,4,4,01_Champions
14133,129,3,605.64,2,3,2,07_Needs Attention
14135,1,15,4690.31,4,4,4,01_Champions
14138,1,2,982.38,4,3,3,02_Loyal Customers
14139,46,1,415.82,3,1,2,09_Other Segments
14140,3,2,935.05,4,2,3,03_Promising
14141,2,4,915.13,4,3,3,02_Loyal Customers
14142,373,1,311.81,1,1,2,08_Lost Customers
14143,133,1,115.8,2,1,1,09_Other Segments
14145,46,4,3742.2,3,3,4,02_Loyal Customers
14146,8,5,4191,4,4,4,01_Champions
14147,78,2,483.4,2,2,2,07_Needs Attention
14148,233,1,157.2,1,1,1,08_Lost Customers
14149,220,1,446.62,1,1,2,08_Lost Customers
14150,35,2,658.64,3,3,2,07_Needs Attention
14152,75,2,621.29,2,2,2,07_Needs Attention
14154,239,2,1345.62,1,2,3,09_Other Segments
14155,266,1,118.75,1,1,1,08_Lost Customers
14156,9,55,117379.63,4,4,4,01_Champions
14157,19,2,432.88,3,2,2,07_Needs Attention
14158,40,1,507.66,3,1,2,09_Other Segments
14159,19,11,4693.01,3,4,4,02_Loyal Customers
14161,215,3,1110.52,1,3,3,06_At Risk
14162,173,2,289.36,1,2,1,08_Lost Customers
14163,87,4,2445.91,2,3,4,06_At Risk
14164,70,2,1631.77,2,2,3,07_Needs Attention
14165,275,1,122.54,1,1,1,08_Lost Customers
14167,39,4,574.84,3,3,2,07_Needs Attention
14171,98,1,363.79,2,1,2,09_Other Segments
14173,10,4,450.84,4,3,2,03_Promising
14174,33,1,134.46,3,1,1,09_Other Segments
14175,59,3,3222.3,2,3,4,06_At Risk
14176,297,4,576.9,1,3,2,09_Other Segments
14177,86,4,559.41,2,3,2,07_Needs Attention
14178,8,7,1620.93,4,4,3,02_Loyal Customers
14179,40,2,719.78,3,2,3,07_Needs Attention
14180,10,25,4748.52,4,4,4,01_Champions
14184,66,1,452.89,2,2,2,07_Needs Attention
14185,331,1,197.65,1,2,1,08_Lost Customers
14188,30,6,2054.36,3,4,4,02_Loyal Customers
14189,2,15,4654.08,4,4,4,01_Champions
14191,1,13,4684.76,4,4,4,01_Champions
14193,67,2,853.39,2,2,3,07_Needs Attention
14194,4,21,11349.52,4,4,4,01_Champions
14195,201,2,1012,1,2,3,09_Other Segments
14196,106,1,335.52,2,2,2,07_Needs Attention
14198,18,4,701.4,3,3,3,02_Loyal Customers
14199,218,1,185.4,1,2,1,08_Lost Customers
14201,60,7,747.44,2,4,3,06_At Risk
14204,2,1,161.03,4,1,1,04_New Customers
14205,16,2,466.7,4,2,2,03_Promising
14206,239,1,328.16,1,1,2,08_Lost Customers
14208,94,1,151.74,2,1,1,09_Other Segments
14209,10,6,2073.43,4,4,4,01_Champions
14210,105,6,1905.84,2,4,4,03_Promising
14211,53,9,2241.1,2,4,4,03_Promising
14212,89,1,1070.48,2,1,3,09_Other Segments
14214,30,5,1004.38,3,4,3,02_Loyal Customers
14215,11,6,1789.72,4,4,4,01_Champions
14216,3,4,1839.3,4,3,4,02_Loyal Customers
14217,1,17,2004.98,4,4,4,01_Champions
14218,42,1,169.48,3,1,1,09_Other Segments
14219,4,1,89.94,4,1,1,04_New Customers
14220,247,2,632.4,1,2,2,08_Lost Customers
14221,42,9,3432.8,3,4,4,02_Loyal Customers
14222,177,1,683.17,1,2,3,09_Other Segments
14223,92,3,991.13,2,3,3,06_At Risk
14224,110,4,1050.12,2,3,3,06_At Risk
14226,28,5,2232.19,3,4,4,02_Loyal Customers
14227,26,10,3350.96,3,4,4,02_Loyal Customers
14229,51,3,1547.2,2,3,3,06_At Risk
14231,183,3,925.71,1,3,3,06_At Risk
14232,42,5,2048.07,3,4,4,02_Loyal Customers
14233,49,4,1462.72,3,3,3,02_Loyal Customers
14234,22,4,775.46,3,3,3,02_Loyal Customers
14235,75,5,3144.86,2,4,4,03_Promising
14236,80,2,490.86,2,3,2,07_Needs Attention
14237,373,1,161,1,1,1,08_Lost Customers
14238,326,1,146.85,1,1,1,08_Lost Customers
14239,43,11,2380.85,3,4,4,02_Loyal Customers
14240,30,2,890.34,3,2,3,07_Needs Attention
14241,183,1,213.7,1,1,1,08_Lost Customers
14242,234,2,280.55,1,2,1,08_Lost Customers
14243,8,10,2588.77,4,4,4,01_Champions
14245,219,2,1693.45,1,2,4,09_Other Segments
14246,110,3,1474.06,2,3,3,06_At Risk
14247,278,1,136.77,1,1,1,08_Lost Customers
14248,318,1,302.58,1,1,1,08_Lost Customers
14250,7,3,1904.05,4,3,4,02_Loyal Customers
14251,1,5,2879.7,4,4,4,01_Champions
14256,260,2,969.06,1,2,3,09_Other Segments
14257,64,5,3099.72,2,4,4,03_Promising
14258,9,9,12669.98,4,4,4,01_Champions
14259,141,1,120,2,2,1,09_Other Segments
14261,50,2,1163.45,3,2,3,07_Needs Attention
14262,8,8,2618.23,4,4,4,01_Champions
14264,154,2,333.97,1,2,2,08_Lost Customers
14265,109,2,530.18,2,2,2,07_Needs Attention
14267,162,3,1516.24,1,3,3,06_At Risk
14270,331,1,492.65,1,1,2,08_Lost Customers
14271,225,1,112.32,1,1,1,08_Lost Customers
14272,73,2,437.96,2,2,2,07_Needs Attention
14273,51,4,559.97,2,3,2,07_Needs Attention
14276,98,3,1119.74,2,3,3,06_At Risk
14277,15,3,4216.2,4,3,4,02_Loyal Customers
14280,196,1,134.04,1,1,1,08_Lost Customers
14282,3,15,3729.34,4,4,4,01_Champions
14284,30,2,595.25,3,2,2,07_Needs Attention
14285,21,4,1910.01,3,3,4,02_Loyal Customers
14286,23,3,4628.75,3,3,4,02_Loyal Customers
14287,8,3,176.63,4,3,1,09_Other Segments
14288,213,1,426.6,1,1,2,08_Lost Customers
14289,8,6,911.26,4,4,3,02_Loyal Customers
14290,11,5,2314.65,4,4,4,01_Champions
14291,1,11,3883.25,4,4,4,01_Champions
14292,7,9,4871.93,4,4,4,01_Champions
14293,3,4,1046.56,4,3,3,02_Loyal Customers
14295,40,1,166.2,3,1,1,09_Other Segments
14297,17,4,1305.33,4,3,3,02_Loyal Customers
14298,8,44,51527.3,4,4,4,01_Champions
14299,8,9,3965.62,4,4,4,01_Champions
14300,18,1,43.2,3,2,1,09_Other Segments
14301,117,1,640.14,2,1,2,09_Other Segments
14304,222,1,383.45,1,1,2,08_Lost Customers
14305,71,3,1858.96,2,3,4,06_At Risk
14306,51,2,2093.32,2,2,4,09_Other Segments
14307,88,6,2995.72,2,4,4,03_Promising
14309,8,9,2352.53,4,4,4,01_Champions
14311,242,1,310.26,1,1,2,08_Lost Customers
14312,46,6,1611.59,3,4,3,02_Loyal Customers
14314,106,1,120,2,1,1,09_Other Segments
14315,44,6,2481.13,3,4,4,02_Loyal Customers
14317,64,1,508.58,2,1,2,09_Other Segments
14320,206,2,477.79,1,2,2,08_Lost Customers
14321,10,5,1530.75,4,4,3,02_Loyal Customers
14323,114,2,605.06,2,2,2,07_Needs Attention
14326,242,1,183.85,1,1,1,08_Lost Customers
14327,163,1,311.65,1,2,2,08_Lost Customers
14329,17,7,5014.84,4,4,4,01_Champions
14331,124,2,462.66,2,3,2,07_Needs Attention
14332,22,3,866.31,3,3,3,02_Loyal Customers
14333,67,1,415.2,2,1,2,09_Other Segments
14334,16,8,2552.21,4,4,4,01_Champions
14335,16,2,468.26,4,2,2,03_Promising
14336,16,4,1614.91,4,3,3,02_Loyal Customers
14338,161,2,588.22,1,2,2,08_Lost Customers
14339,242,1,309.52,1,2,2,08_Lost Customers
14340,218,1,134.7,1,1,1,08_Lost Customers
14341,45,8,2182.28,3,4,4,02_Loyal Customers
14342,21,4,668.56,3,3,2,07_Needs Attention
14344,127,8,889.93,2,4,3,06_At Risk
14345,38,1,108.98,3,2,1,09_Other Segments
14346,120,2,1021.58,2,2,3,07_Needs Attention
14348,260,1,409.57,1,2,2,08_Lost Customers
14349,10,1,133.5,4,1,1,04_New Customers
14350,274,1,282.93,1,1,1,08_Lost Customers
14351,164,1,51,1,2,1,08_Lost Customers
14352,157,4,1078.96,1,3,3,06_At Risk
14353,215,1,90.6,1,1,1,08_Lost Customers
14354,5,2,163.62,4,2,1,09_Other Segments
14355,365,1,174.4,1,1,1,08_Lost Customers
14356,79,2,701.23,2,2,3,07_Needs Attention
14357,43,1,225.77,3,1,1,09_Other Segments
14359,19,3,912.18,3,3,3,02_Loyal Customers
14360,31,4,2128.23,3,3,4,02_Loyal Customers
14362,22,1,161.2,3,1,1,09_Other Segments
14364,108,8,3717.35,2,4,4,03_Promising
14367,8,16,9261.52,4,4,4,01_Champions
14368,319,1,155,1,1,1,08_Lost Customers
14371,295,1,100.5,1,1,1,08_Lost Customers
14373,358,1,76.55,1,1,1,08_Lost Customers
14375,185,1,257.68,1,1,1,08_Lost Customers
14377,191,2,617.05,1,2,2,08_Lost Customers
14379,44,2,348.1,3,2,2,07_Needs Attention
14381,52,1,202.68,2,1,1,09_Other Segments
14382,26,1,626.07,3,1,2,09_Other Segments
14383,38,3,1247.69,3,3,3,02_Loyal Customers
14385,9,3,202.11,4,3,1,09_Other Segments
14386,296,1,142.4,1,1,1,08_Lost Customers
14387,32,3,1770.56,3,3,4,02_Loyal Customers
14388,10,8,3212.84,4,4,4,01_Champions
14389,65,2,1043.46,2,2,3,07_Needs Attention
14390,10,9,4652.82,4,4,4,01_Champions
14393,218,1,67.95,1,1,1,08_Lost Customers
14395,2,9,3507.71,4,4,4,01_Champions
14396,65,2,487.99,2,3,2,07_Needs Attention
14397,2,19,2612.96,4,4,4,01_Champions
14400,149,1,574.7,1,2,2,08_Lost Customers
14401,4,13,4051.48,4,4,4,01_Champions
14403,130,4,1475.81,2,3,3,06_At Risk
14404,33,6,1474.32,3,4,3,02_Loyal Customers
14406,119,1,156.75,2,1,1,09_Other Segments
14407,107,6,2157.73,2,4,4,03_Promising
14408,10,7,2606.53,4,4,4,01_Champions
14409,71,6,2059.45,2,4,4,03_Promising
14410,92,9,1105.07,2,4,3,06_At Risk
14411,310,1,1063,1,2,3,09_Other Segments
14412,42,2,770.03,3,2,3,07_Needs Attention
14413,362,1,122.7,1,1,1,08_Lost Customers
14414,91,7,1496.98,2,4,3,06_At Risk
14415,1,13,5900.28,4,4,4,01_Champions
14416,22,2,490.22,3,2,2,07_Needs Attention
14418,3,3,1937.25,4,3,4,02_Loyal Customers
14419,10,6,1058.06,4,4,3,02_Loyal Customers
14420,99,1,387.52,2,1,2,09_Other Segments
14421,57,2,813.11,2,2,3,07_Needs Attention
14422,0,6,4263.64,4,4,4,01_Champions
14423,218,1,265.2,1,1,1,08_Lost Customers
14424,17,1,322.08,4,1,2,09_Other Segments
14426,23,10,4481.67,3,4,4,02_Loyal Customers
14427,50,2,363.34,3,2,2,07_Needs Attention
14428,7,5,1244.83,4,4,3,02_Loyal Customers
14431,302,1,470.36,1,1,2,08_Lost Customers
14432,9,6,2255.51,4,4,4,01_Champions
14434,21,6,1372.8,3,4,3,02_Loyal Customers
14436,98,1,89.06,2,1,1,09_Other Segments
14437,365,1,63,1,1,1,08_Lost Customers
14438,306,1,131.9,1,1,1,08_Lost Customers
14439,319,1,2661.24,1,1,4,09_Other Segments
14440,8,5,2357.68,4,4,4,01_Champions
14441,0,4,1712.89,4,3,4,02_Loyal Customers
14442,204,2,1589.82,1,2,3,09_Other Segments
14443,53,4,1420.2,2,3,3,06_At Risk
14446,0,4,1039.58,4,3,3,02_Loyal Customers
14447,18,5,1163.23,3,4,3,02_Loyal Customers
14448,9,2,375.35,4,2,2,03_Promising
14449,18,4,907.1,3,3,3,02_Loyal Customers
14450,180,3,483.25,1,3,2,09_Other Segments
14451,60,2,662.59,2,2,2,07_Needs Attention
14452,10,2,264.44,4,2,1,09_Other Segments
14453,190,1,119.93,1,1,1,08_Lost Customers
14456,5,9,3062.4,4,4,4,01_Champions
14457,310,1,113.64,1,1,1,08_Lost Customers
14459,155,1,1837.92,1,2,4,09_Other Segments
14460,110,3,434.34,2,3,2,07_Needs Attention
14461,148,3,2103.06,1,3,4,06_At Risk
14462,66,11,2004.02,2,4,4,03_Promising
14463,98,3,529.62,2,3,2,07_Needs Attention
14465,246,3,1058.62,1,3,3,06_At Risk
14466,29,7,2272.4,3,4,4,02_Loyal Customers
14467,17,4,598.76,4,3,2,03_Promising
14470,11,2,461.19,4,3,2,03_Promising
14472,103,8,1936.84,2,4,4,03_Promising
14473,74,2,234.34,2,2,1,09_Other Segments
14474,46,1,547.66,3,2,2,07_Needs Attention
14475,71,3,925.85,2,3,3,06_At Risk
14476,257,1,215.7,1,1,1,08_Lost Customers
14477,19,4,1309.6,3,3,3,02_Loyal Customers
14479,253,2,316.25,1,3,2,09_Other Segments
14480,11,1,279.05,4,2,1,09_Other Segments
14481,164,2,636.51,1,2,2,08_Lost Customers
14482,18,6,2068.15,3,4,4,02_Loyal Customers
14483,281,1,137.1,1,2,1,08_Lost Customers
14484,50,1,321.92,3,2,2,07_Needs Attention
14485,38,1,165.75,3,1,1,09_Other Segments
14487,26,6,1196.33,3,4,3,02_Loyal Customers
14488,67,1,1064.28,2,2,3,07_Needs Attention
14489,207,1,463.38,1,2,2,08_Lost Customers
14491,175,2,340.93,1,2,2,08_Lost Customers
14493,7,5,2383.24,4,4,4,01_Champions
14494,25,1,139.56,3,2,1,09_Other Segments
14495,50,2,123.8,3,2,1,09_Other Segments
14496,311,2,538.81,1,2,2,08_Lost Customers
14497,309,1,475.37,1,2,2,08_Lost Customers
14498,42,5,1957.32,3,4,4,02_Loyal Customers
14499,26,3,815.32,3,3,3,02_Loyal Customers
14500,88,3,356.85,2,3,2,07_Needs Attention
14501,183,2,251.21,1,2,1,08_Lost Customers
14502,19,11,2470.67,3,4,4,02_Loyal Customers
14503,3,6,3543.26,4,4,4,01_Champions
14504,47,4,673.26,3,3,2,07_Needs Attention
14505,17,8,5905.64,4,4,4,01_Champions
14506,17,5,2012.17,3,4,4,02_Loyal Customers
14507,23,6,1383.18,3,4,3,02_Loyal Customers
14508,22,2,276.42,3,2,1,09_Other Segments
14511,11,5,1314.81,4,3,3,02_Loyal Customers
14512,187,2,275.28,1,2,1,08_Lost Customers
14513,100,3,455.59,2,3,2,07_Needs Attention
14514,61,3,1055.35,2,3,3,06_At Risk
14515,17,6,2102.09,3,4,4,02_Loyal Customers
14517,33,2,330.45,3,3,2,07_Needs Attention
14518,64,1,174.37,2,1,1,09_Other Segments
14520,1,2,270.6,4,2,1,09_Other Segments
14522,24,4,974.54,3,3,3,02_Loyal Customers
14523,108,1,241.09,2,1,1,09_Other Segments
14524,31,9,1867.68,3,4,4,02_Loyal Customers
14525,19,9,4332.2,3,4,4,02_Loyal Customers
14527,2,55,8508.82,4,4,4,01_Champions
14528,37,1,364.22,3,1,2,09_Other Segments
14529,60,3,620.04,2,3,2,07_Needs Attention
14530,25,6,2925.91,3,4,4,02_Loyal Customers
14532,236,4,932.85,1,3,3,06_At Risk
14533,24,7,1949.72,3,4,4,02_Loyal Customers
14534,2,18,4447.05,4,4,4,01_Champions
14535,60,3,2864.19,2,3,4,06_At Risk
14536,259,1,171.8,1,1,1,08_Lost Customers
14537,57,1,355.56,2,2,2,07_Needs Attention
14538,64,2,388.25,2,2,2,07_Needs Attention
14539,15,2,537.48,4,2,2,03_Promising
14540,9,3,996.26,4,3,3,02_Loyal Customers
14541,58,8,1461.65,2,4,3,06_At Risk
14542,185,1,103.25,1,2,1,08_Lost Customers
14543,28,16,3630.33,3,4,4,02_Loyal Customers
14544,24,2,2024.45,3,2,4,05_Big Spenders
14546,5,5,2578.09,4,4,4,01_Champions
14547,3,8,4007.54,4,4,4,01_Champions
14548,150,2,652.8,1,3,2,09_Other Segments
14549,311,1,289.24,1,1,1,08_Lost Customers
14550,10,2,765.62,4,2,3,03_Promising
14551,18,2,186.23,3,2,1,09_Other Segments
14552,151,1,165.07,1,1,1,08_Lost Customers
14553,19,5,859.27,3,4,3,02_Loyal Customers
14554,10,4,2381.04,4,3,4,02_Loyal Customers
